USER|REVIEW_ID|ASIN_ORIGINAL_ID|ASIN_VARIANT_ID|REVIEWER_NAME|RATING|REVIEW_DATE|REVIEW_DATE_UNIX|TITLE|REVIEW|VERIFIED_PURCHASE|LOAD_DATE
user|R1I10Y1TDKA49D|B07L38V2X1|B07L38V2X1|Donta B.|4|March 28, 2023|1679968800|A little tight with wraps but great gloves|I wanted to take up boxing and bought some used everlast gloves that basically disintegrated after my first class so I knew I needed a brand new pair. After reading alot of reviews I decided to go with these as my first real pair. I was worried about the gloves fitting to tight as I've seen some other reviews say. And I will say they are somewhat difficult to put on with wraps. But once on I have no complaints, they feel great. Hoping through time I'll be able to slip them on better the more I use them. I don't regret my purchase and when these are done and I get better I have my eyes set on the T3's.|True|2023-05-25 20:31:25.712876
user|REL7O77O7C4R6|B07L38V2X1|B081G64GC3|Dave|1|March 24, 2023|1679623200|Too small for my hands|I am an adult male, 6 foot tall about 270 pounds. There is no way I could get my hands into these gloves. I had to return them. Sorry|True|2023-05-25 20:31:25.712878
user|R3DB8LB1M73G3T|B07L38V2X1|B081FL88PV|Mike P|5|March 18, 2023|1679104800|Excellent bag glove|Just as advertised, great fit and support, positions your hands perfectly. Great for boxing bag work.|True|2023-05-25 20:31:25.712881
user|R951ZSD32ADPE|B07L38V2X1|B07L38WMC7|Karina|5|March 16, 2023|1678932000|Muy lindo|Es muy lindo.Pero por el mal embalaje se perdieron las vendas y la bolsa 😭💔|True|2023-05-25 20:31:25.712883
user|R2YHG43D941FHD|B07L38V2X1|B081FLM21W|JasonG|5|March 14, 2023|1678759200|Great Product, Great Price|These are really good gloves for someone who wants to get into boxing and doesn't want to break the bank. They seem to fit a bit tighter than other gloves. I got 16 oz gloves so I can't go any larger, but over time and use I think they will loosen up a bit.|True|2023-05-25 20:31:25.712885
user|R8103YQG71M0Z|B07L38V2X1|B07L37RCBK|Marybeth Meahan|1|March 8, 2023|1678240800|Cheap material. Ripped the 2nd day of use.|Amateur, not punching hard, 2nd day of use and the webbing ripped why doing focus pads. Will not be wasting my money on another Hayabusa product after this.|True|2023-05-25 20:31:25.712887
user|R2IWSBM8U4LE5L|B07L38V2X1|B081G5QKJT|Juan Sebastian Arias|3|March 4, 2023|1677895200|Esperaba algo mejor|Los guantes son bonitos, sin embargo en menos de un mes se abrió la costura de uno de ellos. Por otro lado, en la página dice que los guantes vienen con vendas, cosa que no sucede.|True|2023-05-25 20:31:25.712890
user|R3PG5LVPJ1NSAW|B07L38V2X1|B07L3916PS|The Bibliophile|4|March 2, 2023|1677722400|Excellent gloves|These are excellent gloves, well padded for hitting the bag. Good wrist protection and thumb part is designed to wipe sweat off eyes/face. My only concern is the gloves caused me skin rash on my wrists after I started using them. I’ve been using the gloves going on 2 months now, I love them but the rash is still there|True|2023-05-25 20:31:25.712893
user|R15HUE3W2XEPAL|B07L38V2X1|B081G64GC3|mach3833|1|February 28, 2023|1677549600|worse glove i have ever bought|Do not waste your money on these gloves. My hands would barely fit in them without wraps. They still would not close completely at the wrist. You cannot wear these with wraps.I thought they sent me kid's gloves.After 15 minutes I had to leave the because gym because I was so miserable.I had heard these were great gloves but not in my opinion. I have been training for 3 years with a bag. None of the guys could believe how poorly they fit.|True|2023-05-25 20:31:25.712896
user|R2EV9F6DJIJ6P|B07L38V2X1|B081G76C3J|David (NJ)|5|February 22, 2023|1677031200|Well Made and Comfortable|Got these as a second pair for Mauy Thai.I also have a pair of T3's.They are very different but still very comfortable and well made.So far for the price they can't be beat.|True|2023-05-25 20:31:25.712898
user|R1JRJXWCR289RW|B07L38V2X1|B081FL88PV|Edgar quinonez|5|February 19, 2023|1676772000|Good material|I love this product had for three years last very long time|True|2023-05-25 20:31:25.712901
user|R1VD2WNB1W7BAL|B07L38V2X1|B081FLM21W|Cody|1|February 17, 2023|1676599200|We’re great! For 2 months…|They “seemed” like well-made gloves by a trusted brand like Hayabusa. Worked great for 2 months, then they started slowly tearing at strap where you put your hands. MAJOR FLAW - are wayyy to small around the wrists to properly support hand wraps. I use them 2-3 times per week max for cardio (not actually boxing), so not crazy usage for them to fall apart like that. Disappointed. Will not buy Hayabusa again.|True|2023-05-25 20:31:25.712904
user|R3UK9M6O1KAQMX|B07L38V2X1|B07L38V2X1|Douglas Putkowski|3|February 13, 2023|1676253600|WRONG SIZE|These are part of your basic essentials when it comes to training. I ordered 16oz and was sent 14oz instead. Still quality gloves|True|2023-05-25 20:31:25.712906
user|R2FUJXVBUNBLOH|B07L38V2X1|B081FLM21W|Raj|2|February 13, 2023|1676253600|Looks like I received a rejected piece.|Not sure what to say. I really like the brand and I liked the gloves. But the ones I ordered looked like straight out of a rejected stock pile. There's scratches and blemishes all over.I would love to talk to the manufacturer and tell them what is going on.|True|2023-05-25 20:31:25.712908
user|R1452JZB8NZJUJ|B07L38V2X1|B081FKVN8Z|Treffle Helm|5|February 12, 2023|1676167200|They are great|Nice|True|2023-05-25 20:31:25.712911
user|R1GZ89GYYQZ9IB|B07L38V2X1|B07L374S9J|Reviewer|3|February 10, 2023|1675994400|Too small!|The quality of the gloves is good, but too tight on the inside. Doesn’t fit when I wear any wrapping, only fit when I try wear it bare handed.|True|2023-05-25 20:31:25.712913
user|RBT5YQ83DJJUD|B07L38V2X1|B07L38V2X1|Unbiased Reviews|3|February 5, 2023|1675562400|Please consider other options!|This is a personal opinion based on my usage on a freestanding heavy bag!These gloves have some of the heaviest padding I’ve seen in a glove! The glove looks really sleek and ergonomically made. Having said that padding and looks aren’t everything. This glove seems to have a lot of stitching issues. My new pair out of the box had loose stitching on the elastic and the wrap around Velcro is not stitched on properly.Picture 1: Really good looking pair of gloves.Picture 2: Stitching in the elastic has come loose after trying the glove on with a traditional wrap.Picture 3 &4: The stitching for the Velcro is done poorly.The quality of the glove was so bad after just one trial. I still wanted to give it the benefit of the doubt and tried the a few punches. The fit and comfort was there upon punching but considering the issues - this price is way too steep.The glove is so heavily padded that if you tend to wrap your hand heavily - it’ll be next to impossible to put these gloves on. You can forget about using these gloves with a quick wrap (given the quick wraps have gel padding - and pairing that with the stitching of this glove) you will most certainly have a torn glove within few rounds. This will probably only get worse once you build up some power behind your punches.My personal opinion - go for one of the cheaper ones if you are a beginner . This glove has nothing but looks. This lacks in most other categories. Hope this helps.PS: I purchased a second one to see if it was a one off - “NO” the second one also had stitching issues.|False|2023-05-25 20:31:25.712916
user|R1E9JB6G5Q5UV4|B07L38V2X1|B07L3916PS|K. Mac|5|January 28, 2023|1674871200|These feel great!|These gloves are great! Look sharp and feel good right out of the box. They're a little tough to get on initially with the wraps, but by the end of my first HIIT session with them, I was having very little difficulty donning and doffing the gloves. The 16oz gloves have plenty of padding, but you can still feel the satisfaction in those hard punches. Wrist support is solid and the neoprene thumb is GREAT for clearing the sweat from my eyes. I think I may prefer these over my Venum Elites. Highly recommend.|True|2023-05-25 20:31:25.712918
user|RAZK5OUQ92ZVO|B07L38V2X1|B07L38V2X1|Big O|3|January 28, 2023|1674871200|They will not last you if you hit hard|Good for beginners if you're going to upgrade in the next year because that's probably the only time you have .with these gloves . They won't last if you are a hard hitter..i went through two pairs. Less than a year time they both broke. The first one opened up and the stuffing was coming out and my other one the wrist strapp broke and the others are about to also.. other than that they protect your wrist and they are great for hittingthe bag. Just won't last|True|2023-05-25 20:31:25.712921
user|R35YL65AC8UVU3|B07L38V2X1|B081G64N2Q|Mike|5|January 22, 2023|1674352800|Highly recommend|Highly recommend buying these there quality made hand fits nice with the medium 14oz gloves.|True|2023-05-25 20:31:25.712924
user|R3ETZH9KRJOW9N|B07L38V2X1|B07L374S9J|Natalie Warren|5|January 19, 2023|1674093600|wrist support|great wrist support|True|2023-05-25 20:31:25.712926
user|R30K1NI1YZZFXL|B07L38V2X1|B07L38SKT5|Amazon Customer|5|January 13, 2023|1673575200|Wrong size corrected - good quality glove|Ordered 16oz gloves. Company sent 12oz gloves so I can’t use them. Will update if I get replacements in the correct size.Update:Proper size arrived promptly. Wrist support is nice. Padding keeps my hands protected when hitting the heavy bag and sparring. Would recommend.|True|2023-05-25 20:31:25.712929
user|R2NU0WEP275LSK|B07L38V2X1|B081G4RHMH|Reel Police Video|5|January 6, 2023|1672970400|My favorite Boxing Sparring Gloves !|"If you care about your sparring partners get these ! These S4 Hayabusa Gloves have super springy bounce back when you hit someone. Look at the photo to see how much springy foam there is ! It's like 2 plus inches ! No one complains about a hard shot. These are even better than my Hayabusa T 3 by a long shot. Better than my RDX 16oz. They are even better than my Fairtex BG 5 16 oz. leather Gloves. My friend has used his S4's2-3 times a week for 2 years and they look and feel brand new ! These are absolutely the Best Boxing Glove I ever used for ""sparring"". They feel light for 16 oz. and really protect my forearms when getting kicked in Muay Thai. If your looking for a great 'sparring glove"" these are an incredible value...! If your a big clinch fighter in Muay Thai you would need the Fairtex BG 5's or the like. But for striking and blocking punches and kicks these are the best value and safest for your sparring partners !"|True|2023-05-25 20:31:25.712931
user|R3P9PHQLPXEFDF|B07L38V2X1|B07L382PZ7|Alexander Williams|5|December 28, 2022|1672192800|Great for my level|I’ve used these for 2-3 weeks now and they are really good. I’m 240 pounds and a heavy bag fiend with weak wrists. Terrible combo right? The extra support is real and effective. I feel like my hands are protected. Plenty of hand room as well so putting them on with wraps is no issue. For reference I am a ring size 13 (average male ring size is 9) so if my beefy hands are comfy I think most will find them nice as well. The extra couple bucs are worth it if you will be boxing (especially bag work) consistently👌🏿|True|2023-05-25 20:31:25.712934
user|RAAKDEL330MAT|B07L38V2X1|B081FL3R2L|Malula Bermudez|5|December 18, 2022|1671328800|Duraderos|Muy cómodos protegen los nudillos|True|2023-05-25 20:31:25.712936
user|R2QGSVXOO1C717|B07L38V2X1|B081FLM21W|david lauer|5|December 11, 2022|1670724000|Quality Gloves, great price!|Really enjoying these gloves so far! Fit great and Velcro straps are in a good place to help lock in writs for support. Not flashy, just good quality gloves. I train 2 times a week and they seem like they will last a long time. Overall , very pleased with this purchase!|True|2023-05-25 20:31:25.712938
user|R1MBWN5CWVRU4B|B07L38V2X1|B081FLM21W|Steve|4|December 4, 2022|1670119200|Great for noobs!|They're great gloves for the price, but mine showed up fresh out of the bag with some minor blemishes and loose threads in the stitching on both gloves. Nothing a quick pass with a lighter can't solve and not a deal breaker considering the amount of punishment I'm gonna put them through. I would be a little upsetti-spaghetti if I sprung for the more expensive models and they showed up like this, but these feel nice and tight in my hands (I'm 6'1, 225 pounds). Haven't worn them in the gym yet and I'll probably adjust this review accordingly. I'd say it's a solid buy so far.|True|2023-05-25 20:31:25.712940
user|R1SRAX9B2RDASB|B07L38V2X1|B081G4RG7T|Noor l.|5|December 2, 2022|1669946400|Haven't used it as much but seems very good|Very good gloves|True|2023-05-25 20:31:25.712943
user|R39HT2XY2Z1IAZ|B07L38V2X1|B081G64N2Q|UpCrafts Studio Design|5|November 29, 2022|1669687200|Great for boxing and MMA ! My lovely gloves!|I had two pairs of boxing gloves before, but this one is SUPER STAR!|True|2023-05-25 20:31:25.712946
user|R1BJBVRVHITRG4|B07L38V2X1|B081G76C3J|Katie Clarke|5|November 22, 2022|1669082400|Great support|I needed a good pair that would support my wrist for a previous injury. Stiffer than most at first but I prefer them that way.|True|2023-05-25 20:31:25.712948
user|R35AE8REX3EIM9|B07L38V2X1|B07L38V2X1|Sengchong Moua|3|November 17, 2022|1668650400|Good quality but scrapes pinky|Good quality for $60 but for some reason both my pinkys scrape when punching. I thought maybe I just needed to break them in but same issue now for a month. This didn't happen with $30 rdx 16 oz gloves. Hands feel pretty compact in these gloves but maybe I should of went a size smaller to prevent scraping? My weight 170 and 5'8 height.|True|2023-05-25 20:31:25.712950
user|R3D3LR3XNEYION|B07L38V2X1|B07L374S9J|JB|4|November 12, 2022|1668218400|They’re ok|They’re ok for the price. Very stiff and not very comfortable. I always end the training session with pain in the pinky.|True|2023-05-25 20:31:25.712953
user|R7ZIFBP94MXI2|B07L38V2X1|B081G4RG7T|Angelalmt|1|November 10, 2022|1668045600|How do you get your hand in these?|These are absolutely horrible! No way are these for anyone with an average and or above sized hand. I could barely get them on without wraps, and couldn't get them on at all with wraps. The padding in wrist puts your fist at an awkward angle.For sure returning.|True|2023-05-25 20:31:25.712955
user|R2FG2V1FPT1CEL|B07L38V2X1|B081G64GC3|Agustin Álvarez|2|October 28, 2022|1666922400|al primer uso el elástico de la muñeca de descosió. Esperaba mas!||True|2023-05-25 20:31:25.712957
user|R1PVWGWUV9STYU|B07L38V2X1|B081G64GC3|Ashley Utz|1|October 21, 2022|1666317600|Extremely uncomfortable!|Tried these gloves in the 12oz originally, and they were painful to wear. Ordered the 14oz thinking I needed to size up, but they were just as uncomfortable.The worst part of the buying experience was the return process. I returned the first pair of gloves with no issues. Dropped them off at UPS for free return, no box or bag needed. This is the typical return process for most items. I returned the second pair of gloves (the same gloves) and I was charged $6 for shipping at UPS as well as needed a box or bag to return, meaning I paid another $6 to ship it back.Poor experience overall. How was the return process different for each pair of gloves, even though they were the same product, company and return site. I paid $12 for low quality product and inconvenience.|True|2023-05-25 20:31:25.712960
user|R1NW5OI8LN0ZLO|B07L38V2X1|B081FL88PV|Micah Garden|2|October 16, 2022|1665885600|Hurt my wrist the first time using them|I would not recommend these gloves to anyone. The only reason that I gave it two stars is because I like the suede thumb concept. The first time that I used these gloves, with fully wrapped hands mind you, I hurt my wrist. It is utterly unacceptable to me for gloves that advertise their additional wrist support. That extra wrist support is actually the exact reason that I hurt my wrist. It makes the glove overly bulky and the strap doesn't secure much because of that. While it stops the wrist from moving up and down it does not stop the wrist from moving sideways. I am lucky that the injury was minor and had little effect on my training, but where I was lucky, you might not be.|True|2023-05-25 20:31:25.712962
user|R1L2S0ZTS9EOKB|B07L38V2X1|B081FLN14Z|Tim Seriki|5|October 16, 2022|1665885600|Great!|Great!|True|2023-05-25 20:31:25.712964
user|R27ZVHZKZOS1ZA|B07L38V2X1|B081G76C3J|leahhh82|5|October 15, 2022|1665799200|WOW|These gloves are incredible! super stylish and have a ton of support and structure for your wrists. I also love the microfiber part of the thumb to wipe away sweat - so useful. I love wearing these!!!|True|2023-05-25 20:31:25.712966
user|RF1QXI0M51290|B07L38V2X1|B081G64GC3|Ivy B Huang|5|October 15, 2022|1665799200|my trainer says Hayabusa are the best! I agree|beginning boxer. Takes a few days of training to break in, but then become super comfortable, like extensions of my hand|True|2023-05-25 20:31:25.712969
user|REV7BZ7W3B7NQ|B07L38V2X1|B081FKZ7QZ|Laura|5|October 6, 2022|1665021600|Snug fit with great wrist protection|I bought these as an alternate to rotate with my Sanabul gloves and I love them! The color is beautiful, there is a really thick wrist pad for extra protection, and the velcro is super snug, so the gloves do not easily slip off of your hands. So far, I'm really impressed.|True|2023-05-25 20:31:25.712972
user|R2OBYG19JZ75BP|B07L38V2X1|B07L3916PS|Bruna|5|October 3, 2022|1664762400|Amazing for wrist|Very comfortable!|True|2023-05-25 20:31:25.712974
user|R1UNNBEQ1OT88U|B07L38V2X1|B07L38V2X1|Hrach|3|September 30, 2022|1664503200|Rips Knuckles|When I bought this, I didn’t realize it was meant for beginners.Even then, I don’t really recommend it for beginners. The durability of the glove seems great, but the glove is way too stiff and my mid knuckles scrape hard against the inside of the glove, causing my skin to tear when I work heavy on the bag. I thought maybe the gloves needed to be broken in, but I’ve used it a few times and it just keeps ripping my knuckles, so I stopped using it and bought another brand.|True|2023-05-25 20:31:25.712976
user|RCVBHYKWZY8RN|B07L38V2X1|B081FLN14Z|Harry Morales Figueroa|5|September 30, 2022|1664503200|Excelente producto, recomendado|Cómodos para deslizar las manos, colocarlos, ajustarlos y quitarlos. Un poco ajustado para mis manos al entrar pero luego de entrar queda sumamente cómodo. Aire fluye por dentro fácilmente.|True|2023-05-25 20:31:25.712979
user|R1U8XCTMLJO6L6|B07L38V2X1|B081FTJLT8|Amazon Customer|5|September 23, 2022|1663898400|Comfortable!!|Super durable|True|2023-05-25 20:31:25.712981
user|R22KKK5P1BON1W|B07L38V2X1|B081FKZ7QZ|christian j meola|5|September 21, 2022|1663725600|They feel great and feel like they are protecting my wrist. run a little bit snug at first.|they feel great, definitely a little snug on the hand. but after a few uses they are getting easier to slip on.they look great, feel great, so far so good. they feel like a quality product so far no complaints and im happy, thank u.|False|2023-05-25 20:31:25.712983
user|RA39PXSJ9GTFD|B07L38V2X1|B081FLK8Q5|Jack|3|September 15, 2022|1663207200|good quality probably, but woah are these tight.|as the title says, good quality gloves, i’d recommend for beginners, but i would say stay away from the 10oz gloves bcuz woah are they tight. i’ve owned 10oz gloves before and they still fit good, but these are just for super super small hands. any time i wear them, they suffocate my palms causing a build up of blood in them and then pain every time i punch. also can’t wear wraps with them bcus i can’t fit my wrapped hand in them. and btw my hands aren’t even that big. their not small, but im a 5’8 135lb guy. i think imma send mine back and get a pair of 12oz’s but yeah i just reccomend not going as low as 10’s on these. 👍🏻|True|2023-05-25 20:31:25.712986
user|R29UM5SW5HIR28|B07L38V2X1|B07L38KPPQ|obie2930|5|September 10, 2022|1662775200|Great wrist support|These gloves definitely provide the wrist support I need during sparring.I like the comfort though they still get hot and sweaty.Even with that, I love these gloves and am glad I bought them|True|2023-05-25 20:31:25.712988
user|R2L5E900D0WZ0E|B07L38V2X1|B07L38KPPQ|Carlos M.|1|September 5, 2022|1662343200|Fit too tight. Cannot use hand wraps|Too tight. Cannot use hand wraps, therefore no wrist support|True|2023-05-25 20:31:25.712990
user|R7EPJUPEWZ9EN|B07L38V2X1|B07L38V2X1|John|5|September 1, 2022|1661997600|Good gloves|I’m a beginner but I like these a lot, worth the money imo|True|2023-05-25 20:31:25.712994
user|R27EDJMA4AU3FT|B07L38V2X1|B081FLLWJV|Porscha C.|2|August 30, 2022|1661824800|Avoid|I purchased these because they had decent reviews and hayabusa is supposed to be a top brand yet I’ve had my gloves only for just over a year and they are already ripping at the elastic wrist. I only use them a few times a week with my trainer. In no way should these have started to rip already.I bought my last pair for half the price that lasted 3 years but was wanting too upgrade too something nicer unfortunately that clearly didn’t happen. Won’t be purchasing this brand again.|True|2023-05-25 20:31:25.712996
user|R3I9DBJVMU37UV|B07L38V2X1|B081FKVN8Z|SPadilla|5|August 22, 2022|1661133600|Excelente gloves, look and feel good|These are excellent gloves for practice and boxing workouts. Yes, they do have a bit of a rebound feel, but they protect the hand and wrist very well. I am loving mine, and the blue is just perfect!|True|2023-05-25 20:31:25.712998
user|R3B8U7HZZHZZVG|B07L38V2X1|B081G64N2Q|Joshua|3|August 18, 2022|1660788000|If you must go cheap|I bought 6 gloves for comparison. Ranked from best to worst for my criteria:1. Hayabusa T3 - ($150) Very well designed. the double velcro closure is the best closure system i've personally used.It has foam splints which both helps prevent unwanted wrist alignment if you fudge a hook and also from blocking hooks.Foam feels really good (14oz), enough protection and not like hitting with a pillow.I ultimately chose to keep this glove because of it's superior wrist support, which is specifically important to me due to recurring wrist issues.2. Hayabusa H5 - ($100) It's got a single strap closure, but the fact that it's partially elasticized makes it easy to get a secure closure on it.Foam feels pretty similar to the T3.The wrist splits seem to be only slightly less affective.overall i think this glove is a very high value.3. Hayabusa T3 LX - ($200) pretty much identical to the T3 but with leather.The colors are simple but elegant.I'm only rating this lower than the above because i think the $200 price tag lowers the value quite a bit.4. Hayabusa S4 ($50) - better wrist support then the below options, but the materials and fit definitely feel sub par to the above models.What really turned me off on this model is that the wrist closure just fits oddly, almost rectangular feeling.5. Sannabul Essentials Gel - very inexpensive.The materials and don't seem that bad, but the fit isn't as secure as i'd like.. literally no wrist support, you can just fold the glove in half at the wrist.6. Venom Elite -pretty much same deal as the sannabul but more expensive.Other notes, these gloves will last most people years and i think it's worth spending $100+ for some support and quality.I'd highly recommend you try the T3 but if you want a $100 cap i would go for the H5 or a good old pair of twins special gloves (which i've gone through three pairs of over the last 15 years). happy striking.|True|2023-05-25 20:31:25.713001
user|R82YVODILF85Y|B07L38V2X1|B07L38V2X1|Kibum|5|August 7, 2022|1659837600|Tighter than I expected|The gloves where tighter than I expected, so it’s difficult to wear with hand wraps, but the wrist is sturdy, and I’ve had no issues with the wrist feeling like it’ll bend and sprain. The quality feels quite nice, and it otherwise feels comfortable, and it looks nice as well.|True|2023-05-25 20:31:25.713003
